ticker,recommendationMean,numberOfAnalystOpinions,beta,trailingEps,forwardEps,forwardPE,priceToBook,priceToFcf,enterpriseToRevenue,enterpriseToEbitda,ebitdaMargins,profitMargins,revenueGrowth,payoutRatio,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
A2A.MI,2.0,6.0,1.112929118630007,0.17020540586783786,-0.02290277331743255,0.14073243941719385,0.457753586899315,0.34443978795584973,-0.7029573559453349,-0.840329342176419,-0.7048553720906011,-0.5712339918937103,-0.6875442889156235,-0.17754047961161212,-0.31076142499685544,-1.3472310018131246,-0.9201758406177044,0.6336991589012557,0.31104764892232883
AAK.ST,2.2,10.0,0.5896598540968616,0.34630024352828487,-0.6746893916686908,-0.6416907676708665,0.1577446781324652,0.15435974138490421,-0.9556557422413215,-0.16298638649832106,-1.4390252415831717,-1.0082501375643749,-1.315196244120295,-0.8079360627978232,0.7857905192370791,0.6293999455774275,0.22171684871421504,1.0205005993698024,1.2059666857310534
AALB.AS,2.0,8.0,1.692153393358061,1.0423290429350234,1.0055656297876345,0.7485464929480456,0.6257508519030465,-3.268869473092886,-0.3546410798118055,-0.7141838215142503,0.1930518493493681,0.06499369085429656,-0.13350346186275808,-0.5342929651711964,0.5080017347810292,-0.21405407687458516,-0.5144754125420781,-1.4727125099890341,0.04457626422309345
ABBN.SW,2.6,21.0,-0.6163339101035015,-0.5510662076504946,-0.7279356665918608,-0.9315058018602571,-1.1188469131175998,-1.4480938782673878,0.45019000346297133,0.6563362774830264,0.4132392605014493,0.6529836421586437,1.31737859884738,0.11535598659232542,0.8612717557406424,1.0954830452820994,1.28387981206536,-0.4611034858466392,-0.5282578272828885
ACKB.BR,2.0,6.0,-1.2753213929360372,1.324940852089389,-0.6659159241528965,-0.6652681291957356,0.7772163144212969,-1.5608757808860128,1.3543138210114054,1.2131085156609853,0.5702763658443674,1.6814470578717087,-1.1218079471269073,-1.3521398147053376,1.3079221387431337,-1.549356328173906,0.18100405285593701,-1.3412271051354991,-1.717049516002565
ADEN.SW,2.6,12.0,0.7071067811865431,-0.7071067811865477,0.7071067811865465,0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865519,0.7071067811865465,-0.7071067811865464,-0.7071067811865474,0.7071067811865475,0.7071067811865475,-0.7071067811865477,-0.7071067811865477,-0.7071067811865476,-0.7071067811865481,-0.7071067811865462
ADYEN.AS,2.6,28.0,-0.7071067811865503,-0.7071067811865475,-0.7071067811865476,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476,0.7071067811865477,0.7071067811865476,-0.7071067811865474,-0.7071067811865476,0.7071067811865475,0.0,0.7071067811865475,0.7071067811865476,0.7071067811865475,0.7071067811865475,0.7071067811865475
AENA.MC,2.6,25.0,-0.6660387685558113,0.8306164072925463,-0.7487286546335797,-0.8863954257985114,-0.6758686469505986,-0.6010764422541924,1.1461315885284369,-0.3942315742246322,1.103109556311863,1.1352233165051855,-1.1458808644363552,0.6278429429013556,1.0862403183997082,1.1100784203940715,1.0073257003923535,-0.3897196974802434,-0.4114687831447167
ADP.PA,3.1,17.0,-0.48386143266266574,-1.1099716386652159,-0.3869201473035346,-0.1976824333391865,-0.47286847563918066,-0.5532945101061832,-0.45146486362237903,-0.7427970276813096,-0.2559841773173443,-0.3847154684420167,0.4495800520755079,0.5253400666211703,-0.20391302777102463,-0.2797313362966464,-0.014816043929845995,-0.746463112866005,-0.7286210442084027
AGS.BR,2.7,14.0,-0.19601045536810474,2.025930827011201,1.6025574542694767,1.2312334838980665,0.913087402661143,-1.1946129353815047,0.408897020987236,0.024534272763949483,0.5822970134037968,0.607268278865306,0.215571762740217,-0.11362932478686752,0.2793189932645949,-0.1865127307505554,0.0023803522859860656,-0.807469269352837,-0.9095215564136591
AIR.PA,2.1,22.0,1.1748350469880595,-0.6784985495081447,-0.9172363924064502,-1.135490488330497,-1.3165370298949923,1.4552861949979226,0.8910581952340283,1.1440801633496076,0.291302279708811,-0.47742740660503347,1.0244197833662332,0.24329192114713857,-0.7094367285076922,0.42473025069770887,1.476478104023597,-1.216356109163899,1.3121472414326674
AI.PA,2.1,23.0,-0.3788238636485982,-0.3819781076935441,-0.1112733884996707,0.29658907862079337,0.4112045873294217,0.21750716297051026,-0.29057337653254156,-0.3861647927771799,0.6917534058143957,0.2035484186694145,0.12958576507411576,-0.48925998081829025,0.5599635465307967,-0.18007479630954565,-0.22343313065486872,-1.1999323591515834,-1.002875400576663
AKZA.AS,2.5,19.0,0.7736525340156494,-0.7285829062471627,0.6618304877730953,0.4205528526755792,0.4697875643880215,0.33558780663230775,-0.4062492808033276,-0.3048192408378524,-1.0767430354249625,-1.0748663995420538,-0.10509711655617271,2.304797919667765,-1.024635702465545,-0.9970782832644272,-1.1382463645404033,-0.4810301527876393,-0.6534762464836588
ALC.SW,2.0,16.0,-0.4880659278357407,-1.8093317014815518,0.3890127003019971,0.4442759122524976,0.9714822183341529,-0.0008062130135165415,-0.5409315304503829,-0.1838448478950001,-0.7680221482371806,-1.1709278734918394,0.7119564392155402,-0.06230458590263861,0.9497516479463428,-1.182775655759641,-1.2159530953468016,1.0878608580408884,1.4828348935868207
